0.000000 0.000000
0.000200 0.001039
0.000500 0.001638
0.001000 0.002303
0.001500 0.002805
0.002000 0.003222
0.005000 0.004950
0.010000 0.006747
0.015000 0.008069
0.020000 0.009168
0.030000 0.010995
0.040000 0.012521
0.050000 0.013854
0.060000 0.015046
0.080000 0.017138
0.100000 0.018951
0.120000 0.020531
0.140000 0.021922
0.160000 0.023159
0.180000 0.024266
0.200000 0.025250
0.220000 0.026118
0.240000 0.026879
0.260000 0.027539
0.280000 0.028104
0.300000 0.028579
0.320000 0.028965
0.340000 0.029258
0.360000 0.029464
0.380000 0.029575
0.400000 0.029578
0.420000 0.029457
0.440000 0.029212
0.460000 0.028859
0.480000 0.028410
0.500000 0.027871
0.520000 0.027250
0.540000 0.026549
0.560000 0.025779
0.580000 0.024946
0.600000 0.024051
0.620000 0.023100
0.640000 0.022093
0.660000 0.021036
0.680000 0.019932
0.700000 0.018786
0.720000 0.017607
0.740000 0.016399
0.760000 0.015174
0.780000 0.013933
0.800000 0.012683
0.820000 0.011430
0.840000 0.010177
0.860000 0.008929
0.880000 0.007686
0.900000 0.006429
0.920000 0.005135
0.940000 0.003853
0.960000 0.002683
0.970000 0.002160
0.980000 0.001655
0.990000 0.001116
0.995000 0.000778
1.000000 0.000000
