0.000000 0.000000
0.000200 0.000896
0.000500 0.001414
0.001000 0.001989
0.001500 0.002425
0.002000 0.002782
0.005000 0.004278
0.010000 0.005818
0.015000 0.007000
0.020000 0.007977
0.030000 0.009577
0.040000 0.010881
0.050000 0.012100
0.060000 0.013195
0.080000 0.014997
0.100000 0.016551
0.120000 0.017973
0.140000 0.019269
0.160000 0.020415
0.180000 0.021435
0.200000 0.022336
0.220000 0.023128
0.240000 0.023812
0.260000 0.024388
0.280000 0.024879
0.300000 0.025269
0.320000 0.025599
0.340000 0.025861
0.360000 0.026061
0.380000 0.026124
0.400000 0.026127
0.420000 0.026019
0.440000 0.025794
0.460000 0.025468
0.480000 0.025054
0.500000 0.024478
0.520000 0.023877
0.540000 0.023192
0.560000 0.022417
0.580000 0.021595
0.600000 0.020734
0.620000 0.019835
0.640000 0.018893
0.660000 0.017913
0.680000 0.016873
0.700000 0.015796
0.720000 0.014677
0.740000 0.013534
0.760000 0.012369
0.780000 0.011181
0.800000 0.009973
0.820000 0.008750
0.840000 0.007515
0.860000 0.006298
0.880000 0.005093
0.900000 0.003880
0.920000 0.002649
0.940000 0.001412
0.960000 0.000839
0.970000 0.000681
0.980000 0.000525
0.990000 0.000355
0.995000 0.000248
1.000000 0.000000
