0.000000 0.000000
0.000200 0.000825
0.000500 0.001303
0.001000 0.001833
0.001500 0.002238
0.002000 0.002563
0.005000 0.003942
0.010000 0.005352
0.015000 0.006477
0.020000 0.007417
0.030000 0.008916
0.040000 0.010101
0.050000 0.011284
0.060000 0.012373
0.080000 0.014033
0.100000 0.015433
0.120000 0.016815
0.140000 0.018109
0.160000 0.019268
0.180000 0.020313
0.200000 0.021248
0.220000 0.022088
0.240000 0.022820
0.260000 0.023444
0.280000 0.023954
0.300000 0.024377
0.320000 0.024689
0.340000 0.024913
0.360000 0.025067
0.380000 0.025174
0.400000 0.025176
0.420000 0.025000
0.440000 0.024780
0.460000 0.024453
0.480000 0.024021
0.500000 0.023446
0.520000 0.022825
0.540000 0.022105
0.560000 0.021275
0.580000 0.020398
0.600000 0.019481
0.620000 0.018522
0.640000 0.017518
0.660000 0.016474
0.680000 0.015371
0.700000 0.014239
0.720000 0.013069
0.740000 0.011888
0.760000 0.010678
0.780000 0.009458
0.800000 0.008219
0.820000 0.006970
0.840000 0.005693
0.860000 0.004416
0.880000 0.003140
0.900000 0.001878
0.920000 0.000764
0.940000 0.000422
0.960000 0.000241
0.970000 0.000211
0.980000 0.000189
0.990000 0.000151
0.995000 0.000110
1.000000 0.000000
